1,ICR High
2,ICR High
3,ICR High
4,ICR High
5,ICR High
6,ICR High
7,ICR High
8,ICR High
9,ICR High
10,ICR High
11,ICR High
12,ICR High
13,ICR High
14,ICR High
15,ICR High
16,ICR High
17,ICR High
18,ICR High
19,ICR High
20,ICR High
21,ICR High
22,ICR High
23,ICR High
24,ICR High
25,ICR High
26,ICR High
27,ICR High
28,ICR High
29,ICR High
30,ICR High
31,ICR High
32,ICR High
33,ICR High
34,ICR High
35,ICR High
36,ICR High
37,ICR High
38,ICR High
39,ICR High
40,ICR High
41,ICR High
42,ICR High
43,ICR High
44,ICR High
45,ICR High
46,ICR High
47,ICR High
48,ICR High
49,ICR High
50,ICR High
51,ICR High
52,ICR High
53,ICR High
54,ICR High
55,ICR High
56,ICR High
57,ICR Low
58,ICR Low
59,ICR Low
60,ICR Low
61,ICR Low
62,ICR Low
63,ICR Low
64,ICR Low
65,ICR Low
66,ICR Low
67,ICR Low
68,ICR Low
69,ICR Low
70,ICR Low
71,ICR Low
72,ICR Low
73,ICR Low
74,ICR Low
75,ICR Low
76,ICR Low
77,ICR Low
78,ICR Low
79,ICR Low
80,ICR Low
81,ICR Low
82,ICR Low
83,ICR Low
84,ICR Low
85,ICR Low
86,ICR Low
87,ICR Low
88,ICR Low
89,ICR Low
90,ICR Low
91,ICR Low
92,ICR Low
93,ICR Low
94,ICR Low
95,ICR Low
96,ICR Low
97,ICR Low
98,ICR Low
99,ICR Low
100,ICR Low
101,ICR Low
102,ICR Low
103,ICR Low
104,ICR Low
105,ICR Low
106,ICR Low
107,ICR Low
108,ICR Low
109,ICR Low
110,ICR Low
111,ICR Low
112,ICR Low
