ITGA3	TSPAN6	0.0297029702970297
ITGA3	CYP26B1	0.0396039603960396
ITGA3	CDC27	0.0792079207920792
ITGA3	EHD2	0.148514851485149
ITGA3	ANK1	0.0198019801980198
ITGA3	BAK1	0.118811881188119
ITGA3	UBA6	0.0198019801980198
ITGA3	DNAH5	0.0099009900990099
ITGA3	LTBP1	0.0099009900990099
ITGA3	LIMA1	0.425742574257426
ITGA3	LAMA3	0.663366336633663
ITGA3	PKP2	0.207920792079208
ITGA3	LAMC2	0.811881188118812
ITGA3	RASGRF1	0.0495049504950495
ITGA3	CDH3	0.772277227722772
ITGA3	COL17A1	0.99009900990099
ITGA3	NMNAT2	0.326732673267327
ITGA3	AFAP1L1	0.0297029702970297
ITGA3	FMNL2	0.138613861386139
ITGA3	AAED1	0.0396039603960396
ITGA3	XDH	0.0099009900990099
ITGA3	TNFRSF13C	0.0198019801980198
ITGA3	VAV2	1
ITGA3	NAGS	0.0297029702970297
ITGA3	PLCD3	0.0792079207920792
ITGA3	SLC25A45	0.0792079207920792
ITGA3	RBP7	0.0495049504950495
ITGA3	PDPN	0.0099009900990099
ITGA3	PKM	0.514851485148515
ITGA3	SLC6A15	0.0099009900990099
ITGA3	NSF	0.0198019801980198
ITGA3	ARHGEF1	0.0099009900990099
ITGA3	FOLH1	0.0099009900990099
ITGA3	PXN	0.841584158415842
ITGA3	FXYD5	0.0198019801980198
ITGA3	P3H2	0.0099009900990099
ITGA3	EFNB1	0.762376237623762
ITGA3	MST1R	0.306930693069307
ITGA3	ADGRV1	0.0099009900990099
ITGA3	PDP1	0.643564356435644
ITGA3	MYORG	0.0198019801980198
ITGA3	ALDH1A1	0.0099009900990099
ITGA3	CFAP47	0.0198019801980198
ITGA3	SMCO4	0.0891089108910891
ITGA3	CYB5A	0.0297029702970297
ITGA3	ELFN2	0.148514851485149
ITGA3	TMEM92	0.831683168316832
ITGA3	NXN	0.0297029702970297
ITGA3	TXNDC2	0.405940594059406
ITGA3	SERINC2	0.0099009900990099
ITGA3	ACTBL2	0.0396039603960396
ITGA3	CA5B	0.0099009900990099
ITGA3	SH3TC2	0.0396039603960396
ITGA3	GPRIN1	0.0099009900990099
ITGA3	LUZP1	0.0495049504950495
ITGA3	PCDH7	0.306930693069307
ITGA3	TMC7	0.0099009900990099
ITGA3	NRTN	0.0297029702970297
ITGA3	LRRC8C	0.0792079207920792
ITGA3	LPAR3	0.0693069306930693
ITGA3	PIK3CD	0.118811881188119
ITGA3	RGS19	0.0198019801980198
ITGA3	SYNPO	0.0099009900990099
ITGA3	MOB3A	0.0198019801980198
ITGA3	UGT2A1	0.0099009900990099
ITGA3	GPR160	0.0693069306930693
ITGA3	MARCH3	0.237623762376238
ITGA3	REP15	0.0099009900990099
ITGA3	SLC16A11	0.0297029702970297
ITGA3	C11orf45	0.306930693069307
ITGA3	FGFBP3	0.158415841584158
ITGA3	TUBB6	0.0594059405940594
ITGA3	KCNE5	0.0792079207920792
ITGA3	TCP11L1	0.0198019801980198
ITGA3	BDNF	0.0693069306930693
ITGA3	FBXO39	0.0198019801980198
ITGA3	RPRM	0.099009900990099
ITGA3	CD151	0.316831683168317
ITGA3	C10orf67	0.0099009900990099
ITGA3	FJX1	0.0099009900990099
ITGA3	MRGPRX4	0.0099009900990099
ITGA3	BBS12	0.138613861386139
ITGA3	PJA1	0.0396039603960396
ITGA3	IDH2	0.0198019801980198
ITGA3	EXT1	0.0297029702970297
ITGA3	FIGN	0.0198019801980198
ITGA3	ODF3L1	0.0198019801980198
ITGA3	PRR36	0.0099009900990099
ITGA3	PSG9	0.0891089108910891
ITGA3	GPR39	1
ITGA3	PLA2G6	0.0099009900990099
ITGA3	JAG2	0.366336633663366
ITGA3	FAM174B	0.0099009900990099
ITGA3	FSCN2	0.0099009900990099
ITGA3	KRT14	0.0099009900990099
ITGA3	BCAM	0.0099009900990099
ITGA3	MAGI2	0.0198019801980198
ITGA3	THSD4	0.207920792079208
ITGA3	OTOG	0.0198019801980198
ITGA3	INSC	0.0099009900990099
ITGA3	SNTN	0.0099009900990099
ITGA3	SH2D5	0.128712871287129
ITGA3	OR2L13	0.0594059405940594
ITGA3	HRH1	0.455445544554455
ITGA3	COL27A1	0.0099009900990099
ITGA3	CD47	0.0099009900990099
ITGA3	LAMB3	0.108910891089109
ITGA3	METTL9	0.0198019801980198
ITGA3	SLC22A4	0.198019801980198
ITGA3	C6orf141	0.0396039603960396
ITGA3	IFNA1	0.0198019801980198
ITGA3	TOR4A	0.0297029702970297
ITGA3	LPA	0.0693069306930693
ITGA3	SYCP1	0.128712871287129
ITGA3	L1CAM	0.0594059405940594
ITGA3	INF2	0.0297029702970297
ITGA3	OR2L2	0.0495049504950495
ITGA3	NPY4R	0.792079207920792
ITGA3	KRT40	0.0198019801980198
ITGA3	LINC00661	0.0198019801980198
ITGA3	CARD10	0.554455445544555
ITGA3	SYNGR1	0.0297029702970297
ITGA3	PLEK2	0.98019801980198
ITGA3	EFS	0.0297029702970297
ITGA3	PROCR	0.0099009900990099
ITGA3	NTSR1	0.0099009900990099
ITGA3	CDC25B	0.0198019801980198
ITGA3	ANGPT4	0.0792079207920792
ITGA3	MAP1LC3A	0.0297029702970297
ITGA3	NDFIP2	0.227722772277228
ITGA3	CCDC113	0.0198019801980198
ITGA3	RP1	0.0495049504950495
ITGA3	ASAH1	0.0297029702970297
ITGA3	RTL8B	0.0099009900990099
ITGA3	HNRNPA1P33	0.0099009900990099
ITGA3	SLC35F6	0.128712871287129
ITGA3	REPIN1	0.0099009900990099
ITGA3	AC246793.1	0.0099009900990099
ITGA3	C10orf55	0.0396039603960396
ITGA3	LINC01133	0.0099009900990099
ITGA3	LINC01117	0.0099009900990099
ITGA3	LINC01297	0.0495049504950495
ITGA3	CT62	0.0198019801980198
ITGA3	NTF4	0.0099009900990099
ITGA3	STK4.AS1	0.0297029702970297
ITGA3	LINC01068	0.168316831683168
ITGA3	GAS2L1P2	0.128712871287129
ITGA3	LINC01546	0.0099009900990099
ITGA3	LINC00242	0.0099009900990099
ITGA3	LINC01204	0.0099009900990099
ITGA3	PSG1	0.0099009900990099
ITGA3	HS1BP3.IT1	0.0396039603960396
ITGA3	SEMA3B.AS1	0.0099009900990099
ITGA3	GSDME	0.247524752475248
ITGA3	CRHR2	0.0198019801980198
ITGA3	CNTNAP3	0.0099009900990099
ITGA3	NCS1	0.0099009900990099
